Transaction_date;Product;Price;Payment_Type;Name;City;State;Country;Account_Created;Last_Login;Latitude;Longitude
1/1/09 2:09;Product1;1200;Mastercard;Saraya;Dresden;Saxony;Germany;3/12/06 11:31;1/20/09 11:56;5105;1375
1/20/09 12:34;Product1;1200;Mastercard;Anastasia;NYC                         ;NY;United States;1/20/09 12:17;1/20/09 12:55;4071417;-7400639
1/20/09 3:51;Product1;1200;Visa;Elizabeth;The Grange;Queensland;Australia;11/12/08 3:34;1/20/09 13:11;-248166667;1524166667
1/15/09 11:26;Product1;1200;Visa;Nicole;Brookline                   ;MA;United States;7/11/07 11:18;1/20/09 14:01;4233167;-7112167
1/5/09 16:55;Product1;1200;Visa;Jeffrey;Montreal-Nord;Quebec;Canada;9/29/03 17:08;1/20/09 14:38;456;-736166667
1/12/09 19:47;Product1;1200;Mastercard;Blanca Gabriela ;Irving                      ;TX;United States;12/10/08 21:49;1/20/09 18:02;3281389;-9694861
1/4/09 19:20;Product1;1200;Amex;Elisa;Ottawa Hills                ;OH;United States;1/4/09 18:38;1/20/09 18:03;4166417;-8364333
1/10/09 8:33;Product2;3600;Mastercard;Patricia ;Portola Valley              ;CA;United States;2/4/07 10:09;1/20/09 22:06;3738417;-12223417
1/9/09 14:51;Product1;1200;Visa;Bob;Sydney;New South Wales;Australia;1/7/09 18:15;1/21/09 0:29;-338833333;1512166667
1/16/09 2:41;Product3;7500;Visa;Kristyn;Kearns                      ;UT;United States;1/15/09 18:01;1/21/09 1:02;4066;-11199556
1/16/09 18:36;Product1;1200;Visa;Elizabeth;Wollongong;New South Wales;Australia;11/1/08 16:32;1/21/09 1:49;-344333333;1508833333
1/20/09 8:10;Product1;1200;Amex;Cathy;Brooklyn                    ;NY;United States;8/5/07 18:52;1/21/09 5:16;4065;-7395
1/6/09 12:45;Product2;3600;Amex;Kaylee;Penngrove                   ;CA;United States;1/5/09 14:06;1/21/09 11:18;3829972;-12266556
1/10/09 8:13;Product1;1200;Visa;suzanne;Lemont                      ;IL;United States;1/9/09 19:15;1/21/09 11:35;4167361;-8800167
1/7/09 14:15;Product1;1200;Mastercard;Cassandra;San Carlos                  ;CA;United States;1/5/09 15:42;1/21/09 12:00;3750722;-12225944
1/8/09 15:27;Product1;1200;Mastercard;Jennifer;Chicago                     ;IL;United States;1/4/09 22:22;1/21/09 13:28;4185;-8765
1/21/09 11:36;Product1;1200;Visa;nicole;Oslo;Oslo;Norway;12/23/08 12:02;1/21/09 13:47;599166667;1075
1/21/09 14:06;Product1;1200;Visa;Sean;Wantagh;NY;United States;1/21/09 12:00;1/21/09 14:06;4068361;-7351056
1/2/09 2:28;Product1;1200;Mastercard;Morgan;Coomera;Queensland;Australia;5/3/08 4:14;1/21/09 16:37;-278833333;1533
1/19/09 19:07;Product1;1200;Diners;Harriet;Fort Oglethorpe             ;GA;United States;1/19/09 16:52;1/21/09 17:02;3494889;-8525694
1/18/09 6:27;Product1;1200;Mastercard;Janine;Corbin City                 ;NJ;United States;10/27/05 19:22;1/21/09 17:10;3924167;-7481556
1/20/09 11:58;Product1;1200;Mastercard;Debora;Lakeside                    ;CA;United States;11/1/08 23:14;1/21/09 17:25;3285722;-11692139
1/20/09 16:32;Product1;1200;Visa;Vishpala;Margate                     ;FL;United States;1/2/08 9:52;1/21/09 19:05;2630972;-802375
1/1/09 7:09;Product1;1200;Amex;Emer;South Palm Beach            ;FL;United States;2/28/05 5:40;1/21/09 19:14;2670528;-8003667
1/21/09 14:55;Product1;1200;Diners;john;New York                    ;NY;United States;1/21/09 10:23;1/21/09 20:34;4071417;-7400639
1/7/09 22:29;Product1;1200;Mastercard;lailani;Anchorage                   ;AK;United States;1/7/09 13:23;1/21/09 22:30;6121806;-14990028
1/11/09 22:22;Product2;3600;Visa;STEPHANIE;Mona Vale;New South Wales;Australia;12/30/08 17:48;1/21/09 22:33;-336666667;1513
1/21/09 14:25;Product1;1200;Visa;Tricia;Castricum;Noord-Holland;Netherlands;12/28/07 15:28;1/22/09 0:38;5255;46666667
1/18/09 16:50;Product1;1200;Visa;Celina;North Brunswick             ;NJ;United States;1/18/09 16:25;1/22/09 1:17;404497;-74482
1/21/09 12:08;Product2;3600;Visa;Rosemary;Jacksonville                ;FL;United States;1/21/09 11:39;1/22/09 6:13;3033194;-8165583
1/22/09 6:41;Product1;1200;Visa;Patrick;Baytown                     ;TX;United States;1/22/09 4:32;1/22/09 6:54;2973528;-9497722
1/12/09 9:23;Product1;1200;Mastercard;Jacob;Winter Haven                ;FL;United States;1/10/09 14:55;1/22/09 7:59;2802194;-8173306
1/22/09 8:23;Product1;1200;Visa;elisabeth;Gonzaga Univ                ;WA;United States;1/22/09 7:55;1/22/09 8:14;4765889;-117425
1/3/09 6:41;Product2;3600;Visa;ayelet;Malmo;Skane;Sweden;8/7/08 9:24;1/22/09 11:24;556;13
1/1/09 12:20;Product2;3600;Visa;seemab;San Pawl tat-Targa; ;Malta;9/17/05 3:32;1/22/09 12:00;359202778;144425
1/4/09 22:00;Product2;3600;Amex;Lucien;Wiesbaden;Hessen;Germany;1/4/09 11:32;1/22/09 12:21;500833333;825
1/21/09 2:15;Product1;1200;Visa;Kevin ;London;England;United Kingdom;1/8/09 2:50;1/22/09 13:46;5152721;14559
1/1/09 14:22;Product1;1200;Mastercard;Liban;Stavanger;Rogaland;Norway;6/19/08 10:48;1/22/09 14:38;589666667;575
1/16/09 1:07;Product2;3600;Diners;Lesley;Cork;Cork;Ireland;1/14/09 4:10;1/22/09 15:06;518986111;-84958333
1/20/09 8:51;Product1;1200;Visa;Marie;Winchester                  ;MA;United States;7/23/08 14:59;1/22/09 18:08;4245222;-711375
1/4/09 9:02;Product1;1200;Visa;Charlene;Calgary;Alberta;Canada;12/13/08 19:20;1/22/09 19:27;510833333;-1140833333
1/6/09 8:34;Product1;1200;Visa;Orit;Dallas                      ;TX;United States;1/5/09 15:00;1/22/09 21:41;3278333;-968
1/8/09 4:16;Product1;1200;Visa;Alan;Malahide;Dublin;Ireland;4/18/06 13:26;1/23/09 2:21;534508333;-61544444
1/23/09 3:33;Product2;3600;Mastercard;Anja Langer;Saint Paul                  ;MN;United States;1/23/09 3:00;1/23/09 3:00;4494444;-9309306
1/6/09 4:18;Product1;1200;Visa;Lina;Edinburgh;Scotland;United Kingdom;1/6/09 3:38;1/23/09 3:22;5595;-32
1/23/09 3:30;Product1;1200;Amex;Larry;Naarden;Noord-Holland;Netherlands;1/23/09 3:27;1/23/09 3:40;523;515
1/10/09 4:04;Product1;1200;Visa;Jessica;Oldenburg;Lower Saxony;Germany;12/20/08 8:41;1/23/09 5:28;531666667;82
1/5/09 2:57;Product3;7500;Visa;Marion;Rennes;Brittany;France;12/29/08 3:16;1/23/09 7:29;480833333;-16833333
1/21/09 14:15;Product1;1200;Amex;Eric;Ely                         ;NV;United States;1/21/09 13:56;1/23/09 10:35;392475;-11488778
1/21/09 6:39;Product1;1200;Amex;Miriane;Norfolk                     ;VA;United States;7/30/07 21:10;1/23/09 12:48;3684667;-7628556
1/19/09 8:14;Product1;1200;Visa;Jeff;Houston                     ;TX;United States;1/4/09 12:39;1/23/09 12:52;2976306;-9536306
1/23/09 8:00;Product1;1200;Diners;christina;Chepel;Budapest;Hungary;1/22/09 9:55;1/23/09 12:59;474166667;190833333
1/22/09 23:35;Product1;1200;Mastercard;Shannon;Buffalo Grove               ;IL;United States;1/22/09 23:23;1/23/09 22:05;4198111;-89595
1/14/09 3:09;Product1;1200;Mastercard;Angela;Newburgh;Scotland;United Kingdom;4/25/07 5:08;1/24/09 2:12;563333333;-325
1/16/09 1:51;Product1;1200;Visa;Angela;Vienna;Vienna;Austria;1/16/09 1:38;1/24/09 5:39;482;163666667
1/1/09 6:29;Product1;1200;Mastercard;Elaine;Vicenza;Veneto;Italy;8/3/07 2:48;1/24/09 5:51;4555;1155
1/21/09 7:59;Product1;1200;Visa;Helen;Mechanics Grove             ;PA;United States;4/7/08 17:15;1/24/09 6:01;3989694;-7616389
1/23/09 7:37;Product2;3600;Amex;Fatisha;Miami                       ;FL;United States;1/23/09 6:32;1/24/09 6:54;2577389;-8019389
1/18/09 14:39;Product1;1200;Visa;Nina;Silver Spring               ;MD;United States;1/5/09 15:43;1/24/09 7:31;3899056;-7702639
1/24/09 9:01;Product2;3600;Visa;Barbara;Kirriemuir;Scotland;United Kingdom;1/24/09 8:02;1/24/09 8:02;566666667;-3
1/15/09 1:41;Product1;1200;Diners;Karen;Roquefort;Provence-Alpes-Cote d'Azur;France;1/14/09 4:13;1/24/09 8:36;4325;56166667
1/17/09 7:23;Product1;1200;Visa;Georgina;Portland                    ;OR;United States;11/28/07 10:05;1/24/09 8:54;4552361;-122675
1/23/09 11:37;Product1;1200;Diners;Kellie;Staten Island               ;NY;United States;1/23/09 10:42;1/24/09 8:59;4056472;-741275
1/19/09 15:02;Product1;1200;Mastercard;Terry;San Antonio                 ;TX;United States;1/19/09 14:43;1/24/09 10:26;2942389;-9849333
1/11/09 7:10;Product2;3600;Visa;LAURIE;Guildford;England;United Kingdom;3/7/06 5:47;1/24/09 14:54;512166667;-5666667
1/10/09 3:28;Product1;1200;Visa;frauke;Horten;Vestfold;Norway;11/24/08 15:50;1/24/09 15:10;594136111;104669444
1/7/09 19:03;Product2;3600;Mastercard;Cindy;Englewood                   ;CO;United States;12/17/07 19:55;1/24/09 19:19;3964778;-10498722
1/17/09 14:02;Product1;1200;Visa;Simone;San Antonio                 ;TX;United States;12/7/05 19:48;1/24/09 21:29;2942389;-9849333
1/25/09 0:09;Product1;1200;Visa;Hilde ;Princeville                 ;HI;United States;6/20/08 22:08;1/25/09 0:12;2222361;-15948528
1/9/09 14:27;Product1;1200;Visa;Leah;Castleknock;Dublin;Ireland;6/14/07 13:14;1/25/09 0:57;533786111;-63922222
1/9/09 14:32;Product1;1200;Visa;Laine;Castleknock;Dublin;Ireland;6/14/07 13:14;1/25/09 0:57;533786111;-63922222
1/11/09 15:59;Product1;1200;Visa;kirsten;Bishops Stortford;England;United Kingdom;1/17/06 8:51;1/25/09 3:03;518666667;1666667
1/6/09 14:38;Product2;3600;Mastercard;Elizabeth;Den Haag;Zuid-Holland;Netherlands;5/14/07 12:48;1/25/09 3:13;520833333;43
1/6/09 9:52;Product1;1200;Mastercard;Anna;Lafayette                   ;CA;United States;1/3/09 15:01;1/25/09 10:19;3788583;-12211694
1/1/09 9:21;Product1;1200;Diners;Babs;Blackpool;England;United Kingdom;1/1/09 8:05;1/25/09 10:52;538166667;-305
1/3/09 7:58;Product1;1200;Mastercard;Gerlinde;Hellerup;Kobenhavn;Denmark;1/2/09 12:27;1/25/09 11:13;557333333;125833333
1/11/09 11:36;Product1;1200;Mastercard;Hollyn;London;England;United Kingdom;10/14/08 14:23;1/25/09 11:16;5151334;-8895
1/13/09 14:53;Product1;1200;Visa;leiser;N Java                      ;NY;United States;1/13/09 13:22;1/25/09 11:33;4268361;-7833806
1/1/09 10:06;Product2;3600;Mastercard;Irene;Munich;Bayern;Germany;1/1/09 9:13;1/25/09 11:37;4815;115833333
1/16/09 5:07;Product1;1200;Amex;Lisa;Brulon;Pays de la Loire;France;8/6/07 7:48;1/25/09 11:42;479666667;-2333333
1/6/09 16:37;Product1;1200;Visa;Ann;Austin                      ;TX;United States;12/28/08 12:31;1/25/09 12:17;3026694;-9774278
1/18/09 17:21;Product1;1200;Mastercard;Nichol Jane;Midland Park                ;NJ;United States;1/11/09 20:59;1/25/09 14:00;4098917;-7414111
1/13/09 15:18;Product1;1200;Amex;Beatriz;Centerport                  ;NY;United States;1/13/09 14:46;1/25/09 14:01;4088528;-7337667
1/24/09 8:21;Product1;1200;Mastercard;corina;Neustift am Walde;Vienna;Austria;7/19/05 12:42;1/25/09 14:22;4825;163
1/24/09 8:25;Product1;1200;Mastercard;manon;Neustift am Walde;Vienna;Austria;7/19/05 12:42;1/25/09 14:22;4825;163
1/18/09 13:06;Product1;1200;Diners;Isabelle;Shorewood                   ;MN;United States;1/18/09 8:44;1/25/09 14:49;4490333;-9356611
1/22/09 18:44;Product1;1200;Visa;Lynne;Southlake                   ;TX;United States;1/22/09 17:24;1/25/09 15:02;3294111;-9713389
1/8/09 8:58;Product1;1200;Mastercard;Doug;Huntington                  ;NY;United States;1/8/09 8:22;1/25/09 17:39;4086806;-7342611
1/4/09 9:54;Product1;1200;Mastercard;AMY;The Woodlands               ;TX;United States;12/30/08 20:41;1/25/09 18:23;3015778;-9548917
1/13/09 20:22;Product1;1200;Visa;Kim;Kelowna;British Columbia;Canada;8/2/08 14:28;1/25/09 19:25;499;-1194833333
1/9/09 10:22;Product1;1200;Mastercard;HELIDA;White House                 ;TN;United States;1/5/09 14:49;1/25/09 19:35;3647028;-8665139
1/5/09 12:28;Product1;1200;Visa;Cameron;Rungsted;Frederiksborg;Denmark;1/5/09 12:02;1/25/09 23:22;558841667;125419444
1/26/09 3:43;Product1;1200;Mastercard;Wendy;Lake Mahopac                ;NY;United States;1/26/09 3:10;1/26/09 3:10;4137222;-7373389
1/26/09 3:49;Product2;3600;Mastercard;Jane;Biot;Provence-Alpes-Cote d'Azur;France;3/1/08 0:00;1/26/09 3:18;436333333;71
1/11/09 13:16;Product2;3600;Visa;shelby;Plantation                  ;FL;United States;1/11/09 12:20;1/26/09 3:42;2612194;-8014361
1/22/09 15:32;Product1;1200;Mastercard;Tara;Killiney;Dublin;Ireland;2/27/07 11:35;1/26/09 4:32;532522222;-61125
1/9/09 14:25;Product1;1200;Amex;James;Guer;Brittany;France;4/7/08 0:00;1/26/09 5:32;479;-21166667
1/21/09 11:28;Product1;800;Amex;Heloise ;Arlington                   ;VA;United States;9/25/05 20:26;1/26/09 6:23;3889028;-7708444
1/1/09 14:19;Product1;1200;Mastercard;Gabriel;Three Hills;Alberta;Canada;5/21/08 11:39;1/26/09 7:17;517;-1132666667
1/26/09 4:30;Product1;1200;Visa;Jodie ;Great Falls;Virginia;United States;1/26/09 0:00;1/26/09 7:48;3899806;-7728861
1/7/09 4:45;Product1;1200;Amex;Jeremy;London;England;United Kingdom;1/7/09 4:30;1/26/09 8:01;5152721;14559
1/11/09 12:12;Product1;1200;Visa;Helga;Clontarf;Dublin;Ireland;11/30/05 12:50;1/26/09 10:00;533591667;-62161111
1/26/09 10:24;Product1;1200;Visa;Eleanor;Vancouver;British Columbia;Canada;12/1/08 18:30;1/26/09 10:12;4925;-1231333333
1/26/09 8:58;Product1;1200;Diners;Miss;London;England;United Kingdom;1/26/09 8:46;1/26/09 11:14;5152721;14559
1/7/09 17:51;Product1;1200;Visa;Marie;Dickerson                   ;MD;United States;1/13/06 9:38;1/26/09 11:35;3922;-7742444
1/18/09 20:16;Product1;1200;Mastercard;Lisa;Princeton                   ;NJ;United States;1/18/09 19:47;1/26/09 13:07;4034861;-7465944
1/13/09 9:51;Product1;1200;Mastercard;Priska;Calgary;Alberta;Canada;1/4/09 23:43;1/26/09 17:24;510833333;-1140833333
1/24/09 18:43;Product1;1200;Visa;Katrine;North Tustin                ;CA;United States;1/11/09 13:33;1/26/09 21:29;3376444;-11779306
1/5/09 0:46;Product1;1200;Amex;Lisa;Gurgaon;Haryana;India;1/2/09 3:03;1/27/09 0:17;284666667;770333333
1/9/09 1:12;Product1;1200;Visa;Sabrina;Rambouillet;Ile-de-France;France;6/18/08 6:35;1/27/09 2:56;4865;18333333
1/26/09 6:25;Product1;1200;Visa;prof;Gladwyne                    ;PA;United States;1/19/09 6:38;1/27/09 3:58;4004056;-7527944
1/21/09 16:57;Product1;1200;Mastercard;KeithMichelle;Houston                     ;TX;United States;1/21/09 16:37;1/27/09 4:43;2976306;-9536306
1/5/09 5:33;Product1;1200;Mastercard;Kim;London;England;United Kingdom;12/8/05 13:22;1/27/09 4:49;5152721;14559
1/27/09 5:10;Product1;1200;Visa;anissa;Slough;England;United Kingdom;1/15/09 10:07;1/27/09 4:51;515;-5833333
1/7/09 8:00;Product1;1200;Mastercard;john;Glan-Munchweiler;Rhineland-Palatinate;Germany;5/26/05 7:00;1/27/09 6:30;494666667;74333333
1/20/09 7:08;Product2;3600;Visa;Miye;Downingtown                 ;PA;United States;1/19/09 8:06;1/27/09 6:38;4000639;-7570361
1/27/09 2:26;Product1;1200;Diners;Heidi;MT Pleasant                 ;TX;United States;1/27/09 2:16;1/27/09 6:41;3315667;-9496806
1/5/09 6:14;Product1;1200;Mastercard;T;Veigy-Foncenex;Rhone-Alpes;France;1/5/09 4:52;1/27/09 7:01;462666667;625
1/13/09 8:11;Product2;3600;Visa;Daniele;Katy                        ;TX;United States;5/27/08 11:01;1/27/09 7:49;2978556;-9582417
1/10/09 9:18;Product1;1200;Diners;luisa;Gorey; ;Jersey;5/9/06 10:43;1/27/09 7:51;492;-20333333
1/8/09 18:52;Product1;1200;Visa;Nadine;Belgrade                    ;MT;United States;1/7/09 15:30;1/27/09 9:40;4577611;-11117611
1/12/09 10:06;Product1;1200;Mastercard;Tina;Calgary;Alberta;Canada;1/10/09 14:15;1/27/09 14:26;510833333;-1140833333
1/1/09 19:25;Product1;1200;Diners;Damali;Toronto;Ontario;Canada;1/8/08 20:41;1/27/09 14:59;436666667;-794166667
1/27/09 15:28;Product1;1200;Visa;Katherine;Corrales                    ;NM;United States;1/17/09 17:52;1/27/09 15:17;3523778;-10660611
1/2/09 18:43;Product1;1200;Visa;Kathryn;Cork;Cork;Ireland;12/22/08 15:39;1/27/09 15:43;518986111;-84958333
1/8/09 18:41;Product1;1200;Diners;Veronique;Tenafly                     ;NJ;United States;12/9/07 17:59;1/27/09 18:12;4092528;-7396333
1/4/09 18:34;Product1;1200;Visa;Erica;Leesburg                    ;VA;United States;1/4/09 16:53;1/27/09 18:37;3911556;-7756389
1/25/09 8:32;Product1;1200;Visa;L;Alcona;Ontario;Canada;9/17/07 17:41;1/27/09 19:53;500666667;-9175
1/23/09 22:19;Product1;1200;Mastercard;Diana;Kuala Lumpur;Kuala Lumpur;Malaysia;1/23/09 22:10;1/27/09 19:54;31666667;1017
1/7/09 10:03;Product1;1200;Mastercard;Emma;Sydney;New South Wales;Australia;12/1/08 6:09;1/27/09 20:18;-338833333;1512166667
1/18/09 3:46;Product1;1200;Visa;Marina;Nerang;Queensland;Australia;1/18/09 0:54;1/27/09 23:52;-279833333;1533333333
1/28/09 0:40;Product1;1200;Mastercard;Natalie ;Bryceville                  ;FL;United States;1/27/09 22:04;1/28/09 0:01;3038444;-8193889
1/2/09 15:18;Product1;1200;Diners;Brenda;Saffron Walden;England;United Kingdom;9/1/04 2:08;1/28/09 1:26;520166667;25
1/18/09 13:59;Product1;1200;Diners;Nita;Sutton;Dublin;Ireland;12/1/05 19:57;1/28/09 4:07;533905556;-61216667
1/16/09 9:54;Product1;1200;Mastercard;Marian;Durban;KwaZulu-Natal;South Africa;8/3/08 18:20;1/28/09 6:26;-2985;310166667
1/28/09 7:07;Product1;1200;Visa;Kevin;Berkeswell;England;United Kingdom;1/28/09 6:57;1/28/09 7:18;524;-16333333
1/28/09 7:31;Product1;1200;Visa;cari;Dryden                      ;VA;United States;1/28/09 7:22;1/28/09 7:34;367775;-8294167
1/18/09 12:32;Product1;1200;Visa;Cassandra;Santry;Dublin;Ireland;12/14/08 14:26;1/28/09 7:41;533986111;-62597222
1/13/09 14:05;Product1;1200;Amex;Christof and Heidi;Barcelona;Catalonia;Spain;1/9/09 7:54;1/28/09 7:45;413833333;21833333
1/28/09 7:49;Product1;1200;Visa;Ina;Fayetteville                ;NC;United States;1/28/09 7:45;1/28/09 7:47;350525;-7887861
1/28/09 3:07;Product1;1200;Visa;Lisa;Anse Comeau;Quebec;Canada;1/26/09 11:47;1/28/09 8:08;492166667;-6815
1/12/09 15:16;Product1;1200;Visa;Camille and Carmen;Thorlakshofn; ;Iceland;1/12/09 11:41;1/28/09 8:44;6385;-213666667
1/6/09 11:17;Product2;3600;Visa;Trina;Overland                    ;KS;United States;2/21/08 8:53;1/28/09 9:23;3898222;-9467056
1/23/09 9:49;Product1;1200;Visa;Ginger;King City;Ontario;Canada;1/23/09 8:18;1/28/09 9:43;439333333;-795333333
1/24/09 4:01;Product1;1200;Visa;breon;Leighton Buzzard;England;United Kingdom;1/7/06 10:56;1/28/09 10:12;519166667;-65
1/25/09 18:21;Product1;1200;Visa;Marion;Umea;Vasterbotten;Sweden;1/25/09 16:35;1/28/09 10:19;638333333;2025
1/15/09 10:51;Product1;1200;Mastercard;Pia ;Sola;Rogaland;Norway;1/11/09 8:54;1/28/09 10:39;588833333;56
1/2/09 5:14;Product1;1200;Visa;Dr. Donald;Stockton-on-Tees;England;United Kingdom;1/1/05 6:03;1/28/09 11:07;545833333;-14166667
1/9/09 10:35;Product2;3600;Visa;Jenna and Paul;Senatobia                   ;MS;United States;1/8/09 14:02;1/28/09 11:08;346175;-8996861
1/4/09 10:16;Product1;1200;Mastercard;Rebecca;Berlin;Berlin;Germany;12/28/08 10:50;1/28/09 11:09;525166667;134
1/2/09 12:16;Product1;1200;Mastercard;Monique;Waldorf                     ;MD;United States;12/11/08 6:16;1/28/09 12:07;3862444;-7693944
1/28/09 12:31;Product1;1200;Diners;lilia ;Brooklyn                    ;NY;United States;1/28/09 12:21;1/28/09 12:30;4065;-7395
1/14/09 12:07;Product1;1200;Mastercard;Lainey;Lakeville                   ;MN;United States;1/13/09 22:28;1/28/09 12:37;4464972;-932425
1/16/09 7:20;Product2;3600;Mastercard;Jag;Saint-Cergues;Rhone-Alpes;France;1/15/09 4:53;1/28/09 12:43;462333333;63166667
1/6/09 9:55;Product1;1200;Mastercard;Charlene ;Vancouver;British Columbia;Canada;10/7/08 14:55;1/28/09 13:17;4925;-1231333333
1/7/09 12:55;Product1;1200;Amex;Fiona;Stamford                    ;CT;United States;1/5/09 6:26;1/28/09 13:24;4105333;-7353917
1/19/09 12:14;Product1;1200;Mastercard;burt;Rathfarnham;Dublin;Ireland;5/10/08 7:07;1/28/09 13:28;533005556;-62827778
1/13/09 15:19;Product2;3600;Visa;Maggie;Paris;Ile-de-France;France;6/27/07 4:41;1/28/09 14:11;488666667;23333333
1/18/09 8:56;Product1;1200;Mastercard;Stanford;Howell                      ;MI;United States;1/30/08 13:16;1/28/09 14:37;4260722;-8392944
1/4/09 17:54;Product1;1200;Amex;ruth;Encinitas                   ;CA;United States;1/1/09 10:12;1/28/09 15:13;3303694;-11729111
1/5/09 13:46;Product1;1200;Visa;Courtney;Atchison                    ;KS;United States;11/11/08 14:19;1/28/09 17:10;3956306;-9512139
1/5/09 10:49;Product2;3600;Amex;Courtney;Mililani                    ;HI;United States;8/23/07 0:00;1/28/09 18:13;2142556;-15796083
1/12/09 18:24;Product1;1200;Diners;Anthony;Victor                      ;NY;United States;12/18/08 7:14;1/28/09 18:19;429825;-7740917
1/18/09 4:01;Product1;1200;Visa;Eleanor;Fairbanks                   ;AK;United States;1/6/09 0:18;1/28/09 23:56;6483778;-14771639
1/16/09 10:58;Product1;1200;Visa;GAIA;Soro;Vestsjalland;Denmark;7/27/07 7:22;1/29/09 3:16;554333333;115666667
1/13/09 8:20;Product1;1200;Mastercard;Zane;Warlingham;England;United Kingdom;3/4/05 5:51;1/29/09 3:25;513;-5
1/12/09 1:42;Product1;1200;Mastercard;Beate;Hamburg;Hamburg;Germany;1/7/09 7:56;1/29/09 4:33;5355;10
1/28/09 13:07;Product1;1200;Amex;BALA;Accokeek                    ;MD;United States;11/29/07 5:56;1/29/09 4:40;386675;-7702861
1/29/09 5:43;Product1;1200;Visa;Mrs;Sunnyvale                   ;CA;United States;1/29/09 5:18;1/29/09 5:18;3736889;-12203528
1/29/09 5:30;Product1;1200;Diners;Vanessa;Ithaca                      ;NY;United States;1/29/09 4:49;1/29/09 6:56;4244056;-7649694
1/13/09 18:08;Product1;1200;Amex;Amanda;Houston                     ;TX;United States;1/13/09 17:02;1/29/09 7:34;2976306;-9536306
1/9/09 15:24;Product1;1200;Mastercard;alex ;Farmingtn Hls               ;MI;United States;1/9/09 13:59;1/29/09 8:05;4246444;-8337639
1/23/09 15:33;Product1;1200;Mastercard;T;Brooklyn                    ;NY;United States;1/23/09 14:18;1/29/09 11:02;4065;-7395
1/29/09 12:28;Product1;1200;Mastercard;Alva and Martin;Great Falls                 ;VA;United States;5/21/07 14:57;1/29/09 12:31;3899806;-7728861
1/13/09 11:31;Product1;1200;Visa;Anett;Gosport;England;United Kingdom;1/9/09 11:30;1/29/09 12:48;508;-11333333
1/29/09 10:09;Product2;3600;Mastercard;Jacqui;Scottsdale                  ;AZ;United States;1/29/09 9:59;1/29/09 12:58;3350917;-11189833
1/29/09 15:08;Product1;1200;Visa;KERRY;Sunnyvale                   ;CA;United States;1/29/09 14:04;1/29/09 14:04;3736889;-12203528
1/4/09 5:12;Product1;1200;Visa;DeeDee;Songnae-dong;Soul-t'ukpyolsi;South Korea;12/30/08 8:40;1/29/09 16:41;375333333;1271166667
1/22/09 22:16;Product2;3600;Mastercard;leanne;Clyde Hill                  ;WA;United States;1/17/09 23:28;1/29/09 16:51;4761056;-12219944
1/5/09 19:26;Product1;1200;Visa;katie;Ruschlikon;Zurich;Switzerland;1/5/09 19:14;1/30/09 1:06;473;855
1/11/09 12:22;Product1;1200;Visa;Marina;Minneapolis                 ;MN;United States;1/11/09 7:18;1/30/09 2:10;4498;-9326361
1/2/09 9:31;Product1;1200;Visa;camilla;Chicago                     ;IL;United States;1/2/09 9:09;1/30/09 5:35;4185;-8765
1/5/09 11:21;Product1;1200;Visa;pirunkit;Petworth;England;United Kingdom;1/5/09 5:46;1/30/09 5:54;509833333;-6
1/17/09 9:49;Product1;1200;Diners;Kathrin;Abu Dhabi;Abu Zaby;United Arab Emirates;2/27/08 20:02;1/30/09 8:45;244666667;543666667
1/28/09 1:38;Product1;1200;Mastercard;Kate;Stockholm;Stockholm;Sweden;4/16/07 12:58;1/30/09 9:18;593333333;1805
1/19/09 10:32;Product1;1200;Mastercard;Maie;Queen Creek                 ;AZ;United States;1/6/09 17:57;1/30/09 10:41;3324861;-11163361
1/26/09 12:05;Product1;1250;Mastercard;verena;Queen Creek                 ;AZ;United States;1/6/09 17:57;1/30/09 10:41;3324861;-11163361
1/7/09 18:53;Product1;1200;Visa;Marie-Christine;Durham                      ;NC;United States;12/29/08 9:59;1/30/09 10:46;3599389;-7889889
1/26/09 11:38;Product1;1200;Mastercard;Gabriella;Austin                      ;TX;United States;1/26/09 7:16;1/30/09 13:15;3026694;-9774278
1/8/09 13:19;Product1;1200;Mastercard;valerie et nicolas;Glenn Dale                  ;MD;United States;1/8/09 5:31;1/30/09 17:40;389875;-7682083
1/11/09 14:56;Product1;1200;Visa;Nicole;Aardal;Sogn og Fjordane;Norway;1/5/09 5:51;1/31/09 4:21;6155;635
1/30/09 20:36;Product1;1200;Visa;Renee;Edinburg                    ;TX;United States;1/30/09 20:05;1/31/09 4:47;2630139;-9816306
1/1/09 8:09;Product1;1200;Mastercard;Nicole;South Melbourne;Victoria;Australia;12/30/08 0:55;1/31/09 5:40;-378333333;1449666667
1/17/09 11:09;Product1;1200;Mastercard;Joachim;Fortaleza;Ceara;Brazil;1/17/09 10:46;1/31/09 6:42;-37166667;-385
1/31/09 7:22;Product1;1200;Visa;Monica ;Weston                      ;CT;United States;2/29/08 17:34;1/31/09 6:43;4120083;-7338111
1/31/09 9:12;Product1;1200;Visa;Nanci;Reading;England;United Kingdom;8/28/08 10:22;1/31/09 9:08;514333333;-1
1/31/09 8:56;Product1;1200;Mastercard;Laura;Coconut Grove               ;FL;United States;1/31/09 8:03;1/31/09 9:22;2571222;-8025722
1/31/09 9:00;Product1;1200;Visa;ciara and mike;London;England;United Kingdom;1/31/09 8:32;1/31/09 10:07;5151334;-8895
